,Company,Year,Date1,Date2,Date3,Date4,Date5,Date6,Date7,Date8,Date9,Date10,Date11,Date12,Date13,Date14,Date15,Date16,Date17,Date18,Date19,Date20,Date21,Date22,Date23,Date24,Date25,Date26,Date27,Date28,Date29,Date30,Date31,Date32,Date33,Date34,Date35,Date36,Date37,Date38,Date39,Date40,Date41,Date42,Date43,Date44,Date45,Date46,Date47,Date48,Date49,Date50,Date51,a,bwdsadwewadwqè,c
165,banca_antonveneta,2005,2005/05/18,2005/05/28,2005/06/10,2005/07/28,2005/10/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
166,banca_carige,1999,1999/07/20,1999/02/23,1999/02/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
167,banca_carige,1997,1997/12/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
168,banca_carige,2004,2004/07/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
169,banca_carige,2008,2008/10/24,2008/12/11,2008/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
170,banca_carige,2006,2006/05/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
171,banca_carige,2011,2011/07/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
172,banca_carige,---,---/--/---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
173,banca_carige,2012,2012/03/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
174,banca_carige,2013,2013/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
175,banca_carige,2015,2015/03/06,2015/05/12,2015/05/20,2015/05/27,2015/07/10,2015/07/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
176,banca_carige,2016,2016/03/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
177,banca_carige,2017,2017/10/13,2017/12/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
178,banca_carige,2018,2018/08/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
179,banca_farmafactoring,2018,2018/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
180,banca_farmafactoring,2020,2020/01/15,2020/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
181,banca_generali,2006,2006/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
182,banca_generali,2008,2008/10/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
183,banca_intermobiliare,2008,2008/07/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
184,banca_intermobiliare,2009,2009/01/26,2009/01/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
185,banca_intermobiliare,2010,2010/04/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
186,banca_intermobiliare,2011,2011/01/26,2011/01/26,2011/01/26,2011/03/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
187,banca_intermobiliare,2013,2013/01/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
188,banca_intermobiliare,2014,2014/10/23,2014/08/12,2014/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
189,banca_intermobiliare,2015,2015/01/20,2015/10/05,2015/02/21,2015/10/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
190,banca_intermobiliare,2017,2017/10/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
191,banca_intermobiliare,2018,2018/04/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
192,banca_italease,2005,2005/06/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
193,banca_italease,2006,2006/11/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
194,banca_italease,2007,2007/01/04,2007/03/02,2007/11/17,2007/12/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
195,banca_italease,2008,2008/03/05,2008/10/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
196,banca_italease,2009,2009/03/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
197,banca_lombarda,2001,2001/01/09,2001/07/06,2001/09/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
198,banca_lombarda,2002,2002/01/09,2002/02/07,2002/06/21,2002/08/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
199,banca_lombarda,2003,2003/01/09,2003/02/11,2003/07/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
200,banca_lombarda,2004,2004/01/09,2004/06/09,2004/07/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
201,banca_lombarda,2005,2005/01/08,2005/04/01,2005/04/09,2005/07/16,2005/09/02,2005/10/07,2005/11/24,2005/12/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
202,banca_lombarda,2006,2006/01/10,2006/05/27,2006/06/13,2006/07/08,2006/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
203,banca_lombarda,2007,2007/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
204,Banca_Mediolanum,2014,2014/01/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
205,Banca_Mediolanum,2016,2016/05/27,2016/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
206,Banca_Mediolanum,2017,2017/01/05,2017/12/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
207,Banca_Mediolanum,---,---/--/---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
208,Banca_Mediolanum,2018,2018/01/05,2018/11/26,2018/11/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
209,Banca_Mediolanum,2019,2019/09/20,2019/11/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
210,Banca_Mediolanum,2020,2020/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
211,banca_mps,2003,2003/04/25,2003/02/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
212,banca_mps,2001,2001/01/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
213,banca_mps,2000,2000/02/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
214,banca_mps,2004,2004/01/28,2004/01/08,2004/01/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
215,banca_mps,2005,2005/08/15,2005/10/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
216,banca_mps,2006,2006/04/18,2006/04/18,2006/04/21,2006/09/29,2006/07/19,2006/10/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
217,banca_mps,2007,2007/03/10,2007/01/18,2007/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
218,banca_mps,2008,2008/04/04,2008/07/02,2008/07/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
219,banca_mps,2009,2009/04/14,2009/08/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
220,banca_mps,2011,2011/07/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
221,banca_mps,2012,2012/04/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
222,banca_mps,2014,2014/04/04,2014/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
223,banca_mps,2015,2015/05/26,2015/06/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
224,banca_pop_crema,2000,2000/09/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
225,banca_pop_crema,2001,2001/07/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
226,banca_pop_cremona,2004,2004/02/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
227,banca_pop_lodi,2003,2003/01/23,2003/02/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
228,banca_pop_lodi,2004,2004/04/09,2004/11/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
229,banca_pop_lodi,2001,2001/11/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
230,banca_pop_lodi,2005,2005/04/06,2005/01/07,2005/04/01,2005/01/07,2005/06/23,2005/08/11,2005/11/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
231,banca_pop_lodi,2006,2006/01/10,2006/01/10,2006/07/07,2006/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
232,banca_pop_milano,2004,2004/09/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
233,banca_pop_milano,2008,2008/04/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
234,banca_pop_milano,2011,2011/12/10,2011/09/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
235,banca_pop_milano,2014,2014/02/15,2014/03/05,2014/06/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
236,banca_pop_spoleto,1998,1998/08/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
237,banca_pop_spoleto,2001,2001/05/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
238,banca_pop_spoleto,2004,2004/06/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
239,banca_pop_spoleto,2007,2007/04/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
240,banca_pop_spoleto,2010,2010/04/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
241,banca_pop_spoleto,2012,2012/08/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
242,banca_pop_spoleto,2013,2013/07/05,2013/03/30,2013/12/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
243,banca_pop_spoleto,2014,2014/04/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
244,banca_pop_spoleto,2015,2015/04/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
245,banca_profilo,2006,2006/02/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
246,banca_profilo,2008,2008/05/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
247,banca_profilo,2009,2009/02/28,2009/05/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
248,banca_profilo,2010,2010/01/15,2010/07/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
249,banca_roma,2000,2000/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
250,banca_roma,2002,2002/01/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
251,banca_sistema,2015,2015/07/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
252,banca_sistema,2016,2016/05/03,2016/07/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
253,banca_sistema,2018,2018/01/04,2018/07/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
254,banca_sistema,2019,2019/02/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
255,banca_toscana,1999,1999/05/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
256,banco_sardegna,2001,2001/04/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
257,banco_sardegna,2002,2002/02/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
258,banco_sardegna,2004,2004/04/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
259,banco_sardegna,2007,2007/04/06,2007/07/06,2007/10/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
260,banco_sardegna,2009,2009/10/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
261,banco_sardegna,2010,2010/04/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
262,banco_sardegna,2012,2012/10/27,2012/10/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
263,basicnet,1999,1999/11/27,1999/12/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
264,basicnet,2002,2002/06/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
265,basicnet,2003,2003/01/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
266,beni_stabili,2007,2007/02/27,2007/05/14,2007/07/31,2007/07/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
267,best_union_company,2008,2008/05/28,2008/06/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
268,best_union_company,2009,2009/01/10,2009/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
269,best_union_company,2011,2011/03/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
270,best_union_company,2016,2016/12/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
271,best_union_company,2017,2017/04/06,2017/06/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
272,be_think_solve_execute,2000,2000/10/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
273,be_think_solve_execute,2001,2001/10/05,2001/10/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
274,be_think_solve_execute,2002,2002/12/20,2002/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
275,be_think_solve_execute,2007,2007/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
276,be_think_solve_execute,2008,2008/08/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
277,be_think_solve_execute,2009,2009/12/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
278,be_think_solve_execute,2010,2010/01/26,2010/03/30,2010/07/09,2010/12/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
279,be_think_solve_execute,2012,2012/12/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
280,be_think_solve_execute,2014,2014/04/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
281,be_think_solve_execute,2017,2017/04/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
282,be_think_solve_execute,2018,2018/03/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
283,be_think_solve_execute,2020,2020/11/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
284,bf,2019,2019/03/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
285,bialetti_industrie,2007,2007/08/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
286,bialetti_industrie,2008,2008/01/08,2008/03/28,2008/03/28,2008/10/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
287,bialetti_industrie,2009,2009/02/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
288,bialetti_industrie,1],1]/09/[BAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
289,biesse,2001,2001/06/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
290,biesse,2003,2003/12/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
291,bioera,2006,2006/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
292,bioera,2011,2011/07/26,2011/11/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
293,bioera,2013,2013/06/19,2013/07/31,2013/10/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
294,bioera,2014,2014/01/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
295,bioera,2016,2016/02/02,2016/07/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
296,bioera,2017,2017/01/12,2017/08/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
297,biosearch,2001,2001/01/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
298,biosearch,2002,2002/01/08,2002/08/07,2002/08/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
299,bipielleinvestimenti,2001,2001/11/15,2001/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
300,bipielleinvestimenti,2002,2002/11/08,2002/11/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
301,bipielleinvestimenti,2003,2003/06/13,2003/07/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
302,bipielleinvestimenti,---,---/--/---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
303,bipielleinvestimenti,2004,2004/04/09,2004/11/04,2004/11/04,2004/11/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
304,bipielleinvestimenti,2005,2005/01/07,2005/01/07,2005/01/07,2005/05/27,2005/06/23,2005/06/23,2005/06/23,2005/09/01,2005/11/29,2005/11/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
305,bipielleinvestimenti,2006,2006/01/10,2006/01/10,2006/07/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
306,bipop_carire,2002,2002/01/15,2002/04/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
307,bipop_carire,2001,2001/02/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
308,bnl,2001,2001/03/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
309,bnl,2002,2002/04/26,2002/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
310,bnl,2004,2004/04/30,2004/07/28,2004/09/20,2004/11/23,2004/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
311,bnl,2005,2005/01/21,2005/04/06,2005/05/20,2005/05/24,2005/04/22,2005/07/21,2005/07/26,2005/07/26,2005/10/28,2005/07/26,2005/08/04,2005/11/23,2005/08/13,2005/07/26,2005/07/26,2005/07/26,2005/07/26,2005/11/11,2005/07/26,2005/02/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
312,bnl,2003,2003/01/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
313,bnl,2006,2006/02/12,2006/02/16,2006/02/16,2006/02/08,2006/02/16,2006/02/12,2006/04/01,2006/02/12,2006/04/13,2006/04/12,2006/04/27,2006/04/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
314,boero_bartolomeo,2008,2008/10/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
315,boero_bartolomeo,2010,2010/01/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
316,boero_bartolomeo,2017,2017/12/23,2017/09/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
317,boero_bartolomeo,2018,2018/02/02,2018/02/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
318,bonifiche_ferraresi,2014,2014/06/14,2014/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
319,bonifiche_ferraresi,2015,2015/07/31,2015/10/15,2015/01/05,2015/12/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
320,bonifiche_ferraresi,2016,2016/06/22,2016/06/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
321,bonifiche_ferraresi,2017,2017/02/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
322,borgosesia,2013,2013/10/21,2013/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
323,borgosesia,2014,2014/01/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
324,borgosesia,2015,2015/03/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
325,borgosesia,2016,2016/06/17,2016/10/03,2016/12/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
326,borgosesia,---,---/--/---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
327,borgosesia,2017,2017/03/17,2017/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
328,bouty_healthcare,2007,2007/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
329,bouty_healthcare,2008,2008/01/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
330,bper,2017,2017/03/03,2017/03/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
331,bper,2018,2018/04/11,2018/03/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
